201642259349200424_public.xml,148942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130136,196310,38314,870
201632229349301373_public.xml,286215,12,12,8,,0,340651,286215,,0,,0,,0,340651,286215,0,0,268034,224838,0,36641,151702,118313,419736,343151,111595,123757,20992,90090,90603,33667,,
201612429349300576_public.xml,283280,3,3,0,,0,10980,20112,,0,17924,-3528,-40662,-32744,-11758,-16160,1815,0,,0,0,0,14980,17034,17558,18849,557252,522243,,0,557252,522243,19580,
201642219349302074_public.xml,2501661,12,11,0,64,0,1347925,2461619,0,0,7779,5030,-24940,-30148,1330764,2436501,1300491,0,322726,0,0,43616,107899,99844,2374110,1400335,3133457,3431184,852586,113466,2280871,3317718,,
201612449349300216_public.xml,302603,5,5,0,,0,4450,0,270394,302601,,2,,0,274844,302603,0,0,167776,193567,0,0,89394,107917,257170,301484,12559,11893,106425,104640,-93866,-92747,,
201632289349307128_public.xml,331874,8,8,9,,0,159236,271803,59848,55503,62,1093,2631,3475,221777,331874,0,0,138805,167428,0,33371,100069,104839,238874,272267,6971,61895,19084,14401,-12113,47494,,
201642509349300319_public.xml,331510,8,6,7,6,0,318848,235985,173169,86614,28,0,7610,8911,499655,331510,0,0,276335,273374,0,0,156535,154097,432870,427471,254541,150993,13937,6350,240604,144643,,
201612599349100506_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612259349303741_public.xml,883198,10,9,12,59,0,732187,463904,150,26943,2652,-7162,0,0,734989,483685,0,0,1137853,1251018,0,174751,1110121,852096,2247974,2103114,3509607,1803285,93206,6313,3416401,1796972,,
201632289349100418_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201632289349200433_public.xml,38471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15532,4949,0,0
201632299349200903_public.xml,169801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7598,6902,169801,
201612359349300901_public.xml,454965,14,11,0,15,0,69549,57851,413186,397114,0,0,0,0,482735,454965,0,0,152498,175812,0,101325,371945,360134,524443,535946,210896,241136,83920,195141,126976,45995,,
201622159349300027_public.xml,749038,10,10,15,702,0,475549,747705,0,0,0,228,2014,1105,477563,749038,0,0,222532,344056,0,56744,137217,90343,359749,434399,117814,444044,0,11591,117814,432453,,
201602569349200000_public.xml,135410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76124,57402,,267
201602579349200715_public.xml,90864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40188,59843,,
201602589349100750_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612469349200411_public.xml,47082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12952,28622,,
201632289349100748_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612449349301071_public.xml,16116346,13,13,375,284,0,15431341,15622373,229750,231494,-60521,1697,148050,260782,15748620,16116346,0,0,11643813,12054259,0,0,4134812,3846857,15778625,15901116,4596264,4736605,1691093,1616204,2905171,3120401,,
201632289349201353_public.xml,96731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24969,22679,5395,
201612049349200001_public.xml,134331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328791,313806,22912,151
201612329349200226_public.xml,5011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380,,
201642229349301129_public.xml,8550,4,3,0,10,0,0,0,23940,8550,0,0,0,0,23940,8550,0,0,24123,24900,0,0,53704,53355,77827,78255,235175,165470,0,0,235175,165470,,
201612359349100351_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612429349300586_public.xml,649897,3,3,5,275,0,221503,483471,95240,163438,0,2988,0,0,316743,649897,0,0,58961,194625,0,7272,229122,419999,288083,614624,56914,126802,20112,54727,36802,72075,,
201602599349100530_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201642289349100734_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602569349200125_public.xml,178149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71983,90252,,
201602199349300500_public.xml,7717351,30,28,144,623,0,983634,2261579,2279671,2244044,476142,347128,1340266,1309279,5079713,6162030,72773,0,2044151,2147999,0,364422,2483207,2434422,4527358,4655194,24287560,25219620,2090100,1931391,22197460,23288229,,
201612549349100001_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201622569349100457_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201642459349100654_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612459349200506_public.xml,15245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58014,15114,0,0
201602599349100140_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201642229349300839_public.xml,122707,9,8,22,3,0,2122917,116715,,0,161,0,-4382,1694,2118696,118409,0,0,1317111,649352,0,2966,1510953,648366,2828064,1297718,1829060,624307,104516,79548,1724544,544759,,
201642289349202399_public.xml,62658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88435,85823,,
201632289349204153_public.xml,46943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283335,279789,,10345
201612369349300336_public.xml,279348,8,0,0,,0,,0,141681,121404,13681,20496,,0,155362,141900,0,97082,,0,0,0,11362,11139,173278,108221,362655,391470,9864,5000,352791,386470,,
201612429349300691_public.xml,354827,4,4,1,4,0,424652,354565,,0,334,262,,0,424986,354827,0,0,123830,132142,0,3613,256542,208911,380372,341053,428285,442059,,0,428285,442059,,
201632289349200208_public.xml,43521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199177,204244,42924,286
201622539349100767_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602579349100115_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602579349100210_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201642169349300104_public.xml,29009695,199,198,84,5000,233922,5233742,6508597,996509,711052,59130,-249438,8009142,8477645,14298523,15447856,744902,0,1339756,1330230,0,355509,9589083,11830198,13439788,13905330,16453582,17593829,8622428,8988076,7831154,8605753,2378291,
201632229349302013_public.xml,68965819,11,10,40,0,0,25146258,33718590,67105,252985,157411,179676,0,0,25370774,34151251,10941890,0,5479940,5972124,0,0,8312862,10127211,29078900,27041225,46785507,53504978,9922302,9469320,36863205,44035658,,
201602589349200300_public.xml,24614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27232,29084,,3
201622579349100802_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612399349300736_public.xml,46485,10,10,0,,0,54690,45820,700,340,570,325,,0,55960,46485,17000,0,,0,0,0,41306,51346,51306,68346,115525,93664,,0,115525,93664,,
201642289349100929_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612399349300041_public.xml,180758,13,13,0,20,0,28685,1160,,0,,0,45761,70315,74446,71475,19600,0,,0,0,27281,54503,52230,95304,71830,85127,85072,,0,85127,85072,1160,
201632289349203628_public.xml,88093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56565,50318,0,0
201602569349100300_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201642289349101274_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602249349302260_public.xml,4263679,30,30,33,0,0,2329211,2307284,1566715,1709079,5353,3659,376836,50255,4278115,4070277,5191,0,2545648,2576543,0,360017,1234755,1200991,3797614,3782725,3760404,4197661,720774,870479,3039630,3327182,,
201612329349200526_public.xml,121345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253415,234311,27218,9527
201632299349300208_public.xml,781521,3,0,0,,6104,914902,769051,,0,,0,,6104,914902,775155,0,0,,0,0,0,84,36418,84,36418,914818,1659498,,5943,914818,1653555,,
201632289349102003_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612519349300206_public.xml,643042,26,26,6,109,0,170887,283454,186463,200539,67989,70065,22684,20823,448023,574881,0,0,148605,185933,0,30294,304956,264392,453561,450325,2766178,2890571,71623,66188,2694555,2824383,,
201632289349100933_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602589349100515_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201632299349200933_public.xml,44951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10483,23438,5025,15
201642289349201379_public.xml,25217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,763,4070,
201602579349300820_public.xml,283184,13,13,6,15,0,181170,180841,,0,21,44,49416,75446,230607,256331,0,0,84431,120354,0,0,79121,95696,163552,216050,221187,272153,14617,25302,206570,246851,,
201602589349100410_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201632529349300833_public.xml,727990,7,5,3,15,0,586410,712417,,0,2,2,-2773,8337,583639,720756,86025,0,199165,180113,0,48744,345875,392291,593410,658429,873550,933323,2554,0,870996,933323,,
201622569349100552_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602219349302255_public.xml,2110896,9,9,27,0,0,3686162,1911190,252293,191061,9689,4877,20822,3768,3968966,2110896,26957,0,1789044,1772087,0,278402,1865182,1470894,3696646,3269938,3805416,1833771,1103000,290397,2702416,1543374,,
201612469349300426_public.xml,2766824,10,10,28,2,0,476365,666756,2469956,2097338,76,49,,0,2946397,2764143,0,0,1300238,1440104,0,152537,1837667,1339848,3137905,2779952,436667,710142,394587,683871,42080,26271,,
201612599349100006_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612369349200416_public.xml,151266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290914,300221,150150,10
201612379349300766_public.xml,207629,7,6,0,7,0,0,0,0,0,15827,28381,0,0,15827,28381,0,0,0,0,0,0,18334,18298,18334,18298,434208,471245,0,0,434208,471245,,
201642089349300449_public.xml,4933530,21,21,64,0,78056,4008364,4063471,429803,604359,195977,159210,201051,103823,4835195,4930863,0,0,2332260,2512603,0,99050,2190452,2077072,4522712,4589675,36261507,36598236,314583,310124,35946924,36288112,,
201632289349204003_public.xml,54430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35808,15709,,
201612599349200711_public.xml,32609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66707,62946,,
201612519349300766_public.xml,385199,5,5,9,25,9501,219973,284760,107370,100413,49,26,,0,327392,385199,0,0,176511,203303,0,0,168439,190337,344950,393640,259726,193901,180250,122867,79476,71034,,
201602589349100810_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612439349300546_public.xml,222014,3,3,3,120,0,126940,116724,,0,51,42,27210,67594,154201,184360,0,0,54944,66944,0,43152,119892,95632,174836,162576,143277,163528,665,0,142612,163528,,
201622589349200342_public.xml,18747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223361,218786,375,911
201612569349100086_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201632289349203348_public.xml,199325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22446,26044,,9000
201631619349300243_public.xml,13847488,16,11,370,50,0,7500,5000,12899348,13513151,-113450,-83196,362080,412533,13155478,13847488,0,0,7114234,7058376,0,0,5625692,5681826,12739926,12740202,9986475,11070593,939180,916012,9047295,10154581,,
201602569349301265_public.xml,99123733,57,57,41,935,0,61445,63240,101840301,94221635,138332,576621,-4526,4980,102035552,94866476,70978470,0,3292820,3428668,0,0,16203613,17252108,101004170,91659246,36764444,39820801,1844616,1782388,34919828,38038413,63240,
201642229349300909_public.xml,1892110,22,20,52,10,0,1527019,1883742,,0,1135,1425,21999,6943,1550153,1892110,0,0,876646,1001749,0,6547,434058,420322,1310704,1422071,624821,1099433,188628,193201,436193,906232,,
201612519349300601_public.xml,310726,4,4,15,0,0,265816,310721,0,0,5,5,0,0,265821,310726,0,0,210807,232703,0,0,57538,59200,268345,291903,200211,228419,48814,58199,151397,170220,,
201622589349100407_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602579349100510_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612359349200041_public.xml,65961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69619,62412,9095,37
201642519349300319_public.xml,43660,6,6,1,25,0,47506,43656,,0,3,4,,0,47509,43660,672,0,21760,20712,0,0,16393,27209,47176,48593,12907,8222,109,356,12798,7866,,
201612439349300621_public.xml,494830,6,6,0,,0,495511,494805,,0,35,25,,0,495546,494830,0,0,469490,245864,0,0,84401,318483,553891,564347,206052,189672,838,53975,205214,135697,,
201622569349100612_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612419349300051_public.xml,280985927,9,9,61,9,0,0,0,250384847,280745949,45398,20034,20729,20000,250450974,280785983,0,244834786,9940460,10833621,0,0,12234487,11917790,265447483,267586197,63719246,103785135,38289675,45509941,25429571,58275194,,
201602379349300530_public.xml,1171554,6,4,9,35,0,987203,1171532,,0,1,2,246,20,987450,1171554,96751,0,270767,274497,0,18875,611129,787695,1002382,1158943,150628,163831,2966,3558,147662,160273,,
201632289349202553_public.xml,16245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4327,1721,0,0
201642249349301544_public.xml,365464,5,4,6,28,0,413037,361205,,0,,0,-4333,529,408704,361734,0,0,136990,121682,0,0,249192,235275,386182,356957,427643,405002,373238,373062,54405,31940,,
201642229349301139_public.xml,383050,14,14,3,14,0,78750,76250,283578,305441,872,862,989,497,364189,383050,0,0,162233,163455,0,0,168173,158471,330406,321926,479718,533888,40813,33859,438905,500029,,
201612589349100326_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612519349300951_public.xml,259793,5,5,15,25,0,277987,259793,,0,,0,,0,277987,259793,0,0,157962,176430,0,625,144589,126349,302551,302779,151184,108195,13439,13436,137745,94759,,
201622599349100022_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612429349200201_public.xml,105455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37405,45782,555,8
201612379349300631_public.xml,604308,16,16,2,47,10175,213677,223188,338617,327365,14583,14391,11793,10950,578670,575894,8000,0,172595,174172,0,0,341166,358562,521761,540734,542367,576835,4584,3892,537783,572943,147305,
201622579349100507_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201632289349202923_public.xml,23661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,1409,0,0
201602589349100020_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602329349100805_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201642249349300714_public.xml,257682,6,6,0,10,0,191105,257447,0,0,219,235,25000,0,216324,257682,0,0,132153,143246,0,7058,56811,74192,188964,217438,181242,238499,16237,33250,165005,205249,,
201622569349100312_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612429349200146_public.xml,87328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110646,101630,67621,15
201642039349300014_public.xml,2290361,30,30,21,36,0,1114285,1031301,184837,71312,252326,318976,211,950,1551659,1422539,0,0,821648,1058143,0,136714,344819,273930,1166467,1332073,6104069,6194535,0,0,6104069,6194535,,
201602539349200300_public.xml,62000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,335,0,0
201642179349200439_public.xml,198001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101175,155527,,1
201642249349302259_public.xml,555291,7,7,15,148,0,928786,507160,38507,26930,182,144,-1064,-3030,966411,531204,0,0,643176,686228,0,97951,183659,202959,826835,889187,470584,123425,29801,40625,440783,82800,,
201612449349100601_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602539349200005_public.xml,43584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130662,105673,,
201622569349100102_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612589349100126_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612569349200621_public.xml,147683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84179,103081,,6
201612379349200231_public.xml,85987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96673,102773,85987,
201602599349100135_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201632289349101658_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201622569349100117_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612389349300121_public.xml,171306,8,0,2,,0,,117743,,30363,,1,,23199,,171306,0,0,,27121,0,23916,,155448,,182569,50426,38643,1078,558,49348,38085,21155,
201632269349200233_public.xml,150272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117265,121054,5320,107
201632289349201988_public.xml,199682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,62300,,
201632269349100403_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602289349301880_public.xml,40451926,31,31,22,315,0,13993189,29920193,0,0,6919297,7664148,109286,288240,21021772,37872581,16565518,0,1414835,1820471,0,161741,1886630,1642548,24195974,20028537,181232568,185232038,32197647,29359632,149034921,155872406,,
201632289349202943_public.xml,59152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89546,125682,0,0
201612469349300231_public.xml,28129911,20,20,10,50,0,2838341,4658842,98089,90769,2607949,1024866,0,0,5544379,5774477,1800586,0,413923,537848,0,139374,447619,417324,4065365,2755758,26882538,28835797,4491,35631,26878047,28800166,,
201612379349300606_public.xml,268814,7,7,0,,0,,0,274651,266476,540,722,1193,1616,276384,268814,0,0,46507,48771,0,0,244084,242046,290591,290817,989717,949219,976675,958180,13042,-8961,,
201632249349301498_public.xml,237175,5,5,4,19,0,154247,222049,11339,15126,,0,,0,165586,237175,0,0,56970,175250,0,0,15801,47949,72771,223199,94981,111111,2166,4776,92815,106335,,
201602579349300885_public.xml,261968,3,3,0,53,0,,0,,0,,0,56207,33687,56207,33687,33900,0,,0,0,0,7814,1125,56952,35025,123618,122280,,0,123618,122280,,
201602539349100200_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602569349100465_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602399349300800_public.xml,254267,5,5,0,,0,,0,246665,254220,33,47,,0,246698,254267,0,0,49039,50514,0,0,227550,250098,276589,300612,2603202,2508925,2760785,2712853,-157583,-203928,,
201632039349300953_public.xml,1517152,12,12,11,,0,650782,904609,117989,98122,1336,1970,473677,512451,1243784,1517152,0,0,557623,537115,0,3212,438211,515682,995834,1052797,3499190,3929715,75492,41662,3423698,3888053,456059,
201632289349201243_public.xml,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66423,79262,36000,0
201632279349200038_public.xml,82622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4988,10337,,
201632229349300443_public.xml,10837983,23,23,27,45,0,2028794,2304946,0,0,256126,516454,33949,34373,2318869,2855773,0,0,1536007,1708656,0,268882,701771,707136,2237778,2415792,7056283,6952704,182245,248912,6874038,6703792,1283278,
201642289349101929_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201622589349100717_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602589349100510_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612389349100501_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201632289349203808_public.xml,17200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1263,-3603,,
201602599349100030_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602579349300520_public.xml,331596,20,20,4,62,0,163651,185506,,0,63978,41244,1298,2702,228927,229452,0,0,111199,112284,0,10642,81303,95744,192502,208028,5859149,5861691,5846,6062,5853303,5855629,8680,
201632289349203663_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201642259349100544_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201632289349306863_public.xml,3032727,10,10,55,,0,494745,1104673,2062697,1926858,-7384,1196,,0,2550058,3032727,0,0,1270257,1236303,0,0,656075,672756,1926332,1909059,939194,1234632,902996,74766,36198,1159866,122758,
201632519349300313_public.xml,292758,7,0,0,,0,40505,14480,265631,278271,-39710,7,0,0,266426,292758,0,0,26782,36508,0,0,336263,328109,363045,364617,2509202,2423411,68516,54584,2440686,2368827,,
201612369349300011_public.xml,1400347,16,15,10,150,0,557887,332841,63983,56625,198772,32381,38228,59556,858870,481403,0,0,241786,242360,0,113353,279278,330086,529314,572446,6711545,6491800,88787,26774,6622758,6465026,40613,
201612399349300726_public.xml,235442,9,9,5,75,0,192958,173797,51215,61645,,0,,0,244173,235442,0,0,65907,72553,0,21350,138330,140964,204237,213517,394949,416978,,0,394949,416978,,
201612339349100201_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602579349100705_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201632229349301128_public.xml,3399347,22,21,36,300,3600,2268305,2751228,512493,571230,229359,76889,0,0,3010157,3399347,552118,0,2255949,2388402,0,144707,2265007,2223524,5196078,5164044,25466958,23375676,1543778,1698272,23923180,21677404,1266750,
201642289349101689_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612589349100411_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602539349200310_public.xml,152489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430,89086,,
201612599349201111_public.xml,82802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189175,213842,0,77
201602189349300950_public.xml,1107116,8,8,0,15,0,1801227,1106078,,0,1833,1038,,0,1803060,1107116,371868,0,,0,0,22225,2219291,1053591,2219291,1425459,1154938,833070,3568,41,1151370,833029,,
201602539349200135_public.xml,113031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128675,158040,,
201612359349300461_public.xml,1898766,9,8,14,8,0,1681685,1888744,,0,9256,10022,,0,1690941,1898766,745800,0,126619,290884,0,18376,83377,133591,939796,1170275,1386500,2140881,22952,45984,1363548,2094897,,
201612449349300756_public.xml,451842,10,10,6,50,0,510098,395282,29450,28748,445,4524,21953,18232,561946,446786,0,0,247586,149160,0,22641,448251,362579,695837,511739,126214,79424,6484,24647,119730,54777,8665,
201612359349200501_public.xml,120595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9834,21082,3200,0
201632289349301978_public.xml,355890,6,6,11,300,0,297067,83414,,272466,37,10,,0,297104,355890,0,0,194179,169542,0,0,112937,116454,307116,285996,202944,199516,192711,119389,10233,80127,,
201602539349200235_public.xml,63955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36356,-4481,0,0
201632319349200033_public.xml,57162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59025,58226,18591,
201632289349204358_public.xml,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62105,55276,0,0
201612569349100001_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602539349200230_public.xml,12893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7577,,
201612589349100626_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201612519349100311_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201632289349204313_public.xml,26703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17553,20397,,
201602509349100165_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201642289349202134_public.xml,120451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591,9972,,
201612509349300501_public.xml,4051227,8,8,41,11,0,1950963,2140538,1456469,1625053,-44745,39,-11508,186371,3351179,3952001,0,0,1181670,1614164,0,54924,1625362,1750977,2807032,3365141,20877443,23198870,13752311,16053496,7125132,7145374,,
201602579349300400_public.xml,66266,2,2,0,,0,,0,,0,,0,3821,13488,3821,13488,0,0,,0,0,0,,0,,0,80157,97824,21495,25674,58662,72150,,
201612369349300001_public.xml,364385,5,4,2,25,0,148628,152972,203986,211389,234,24,,0,352848,364385,0,0,27012,18180,0,273,300148,265128,327160,283308,540494,618935,184738,182102,355756,436833,,
201602599349100105_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201642459349100104_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201602399349200620_public.xml,3144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488520,464690,1150,3
201642229349301644_public.xml,32196484,20,20,94,0,0,37211953,32085630,0,0,18366,9940,129172,100914,37359491,32196484,0,0,9531805,9691273,0,0,29850059,22805229,39381864,32496502,13852100,12146629,11724689,10319236,2127411,1827393,,
201602519349100205_public.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
